NAME	786-0	BT-549	CCRF-CEM	COLO 205	EKVX	HCC-2998	HCT-15	HOP-62	HOP-92	HS 578T	HT29	K-562	KM12	M14	MDA-MB-231/ATCC	MDA-MB-435	NCI-H23	NCI-H322M	NCI-H522	OVCAR-3	OVCAR-5	OVCAR-8	PC-3	RXF-393	SF-268	SF-295	SK-MEL-2	SN12C	SNB-19	SNB-75	SW-620	T-47D	U251	A498	A549/ATCC	ACHN	CAKI-1	HCT-116	LOX IMVI	MALME-3M	MCF7	MOLT-4	NCI-H460	OVCAR-4	SF-539	SK-MEL-5	SR	UACC-257	UACC-62	UO-31
TRP53INP2	56.55	80.81	29.83	71.82	79.77	79.69	45.49	55.45	59.24	43.97	34.86	30.01	31.94	36.48	59.71	60.18	40.99	112.3	55.52	151.08	62.11	96.86	35.86	82.3	50.87	53.67	32	30.16	47.46	43.68	36	109.04	51.79	157.72	74.47	54.62	45.28	32.44	51.14	39.91	117.32	75.53	80.94	136.42	48.11	77.1	24.66	33.82	69.97	47.87
HSPA4L	29.69	27.46	10.48	4.01	9.29	17.51	14.93	29.23	13.03	31.03	21.18	24.9	17.34	14.98	15.37	30.84	16.95	27.49	18.76	39.09	18.65	25.94	19.88	26.76	28.02	17.87	18.26	7.72	19.35	8.84	15.63	23.66	14.53	19.47	20.07	12.2	9.15	11.73	11.3	29.03	14.84	29.31	8.38	22.08	22.41	28.25	21.78	28.03	33.46	27.67
1110007C09RIK	8.3	9.97	13.47	20.83	5.67	12.18	16.91	20.46	8.71	12.38	16.47	7.02	9.38	10.26	15.8	21.88	9.55	9.82	11.91	22.21	9.45	7.95	25.43	9.39	35.27	18.17	9.48	11.59	17.39	7.28	15.14	16.38	8.03	16.98	6.8	14.93	6.61	16.22	17.79	10.21	22.12	13.04	6.69	33.46	18.28	7.88	9.82	20.96	26.85	7.81
1110012D08RIK	7.14	11.37	6.95	17.12	10.19	8.93	4.81	9.14	11.48	21.09	12.45	9.54	9.83	7.02	10.5	15.22	6.67	16.69	17.78	11.92	9.68	12.89	14.83	20.51	28.31	16.61	10.93	14.54	23.28	11.57	8.57	10.87	3.75	8.01	16.39	13.15	20.79	10.59	10.45	22.23	28.14	16.83	6.48	3.96	10.79	10.09	10.68	8.56	6.45	8.26
APCDD1	18.17	16.8	17.88	356.7	37.58	6.88	576.7	27.9	78.52	7.84	198.99	19.56	16.52	16.25	416.45	14.44	25.66	346.51	15.1	116.93	465.33	83.76	10.72	31.78	8.28	10.64	11.42	13.51	9.5	12	18.95	20.98	17.65	19.05	12.74	17.84	33.79	437.85	14.95	11.67	13.5	16.6	13.74	201.94	23.9	16.97	9.64	9.06	13.94	17.54
APH1A	618.23	1276.08	852.43	1108.16	863.52	549.36	845.98	1020.66	977.56	1310.59	736.23	815.35	952.54	516.95	855.76	569.2	681.59	728.41	426.22	325.16	766.16	466.03	674.25	1083.8	507.11	789.52	690.22	303.81	434.1	582.44	925.08	855.91	557.75	995.05	726.8	420.45	826.6	1145.51	1009.68	667	1137.18	1156.12	750.23	382.76	1052.26	928.31	935.99	592.52	509.72	651.18
GSTM5	1.57	2.34	6.52	4.35	16.05	7.85	2.7	3.92	2.76	2.7	3.06	4.98	2.23	3.58	2.37	3.92	4.71	2.07	4.66	3.23	5.02	31.46	3.01	5	9.46	12.91	3.34	3.11	7.85	4.95	2.37	128.88	4.02	9.6	3.23	10.46	17.22	2.99	3.05	3.82	4.18	6.74	3.52	4	4.31	4.72	5.65	4.51	6.61	6.47
CORO1A	25.97	5.69	11.29	10.9	70.43	7.07	5.08	10.58	5.28	3.85	5.01	7.51	11.77	98.48	14.68	8.52	8.02	10.83	6.22	15.04	3.73	16.88	23.05	20.75	8.54	7.13	16.7	9.35	18.36	20.37	3.79	7.66	25.69	14.78	39.35	7.7	347.94	8.42	10.58	18.05	14.12	10.88	147.76	17.67	7.88	10.99	8.25	10.17	3.42	10.32
NAB1	207.94	648.52	72.52	100.99	277.6	67.52	262.95	365.69	263.6	429.06	50.87	71.47	97.38	99.37	516	102.72	288.83	243.7	355.26	373.15	287.52	1118.84	103.49	194.63	1027.39	530.27	171.63	1924.96	218.11	322.34	71.5	282.46	254.58	640	595.91	745.21	1009.21	101.95	298.54	112.97	153.97	207.31	188.19	152.34	582.99	66.74	113.63	201.56	63.36	386.87
LITAF	39.05	48.31	95.14	54.2	66.61	57.97	68.54	37.47	60.37	69.73	26.49	58.65	82.75	28.34	58.84	45.79	47.07	41.25	81.49	57.74	44.96	42.83	30.55	47.72	59.89	52.25	45.59	50.38	82.98	56.51	58.95	96.81	62.35	34.93	61.5	40.83	25.96	78.53	65.51	24.2	77.18	133.1	58.92	50.7	47.67	46.63	42.52	38.37	29.06	41.76
CYTSB	82.46	103.08	64.3	72.81	111.07	91.31	65.85	136.82	122.84	102.77	75.29	61.53	102.97	111.75	90.86	120.88	139.06	107.47	101.52	149.3	111.49	128.24	170.6	170.67	103.41	71.36	105.84	157.24	133.44	104.1	117.85	121.14	75.39	110.81	72.68	168.48	104.96	93.63	156.12	136.43	455.21	111.74	179.67	151.65	131.46	207.82	107.37	143.08	179.33	148.7
PCBD1	23.05	16.64	191.65	42.65	26.28	25.24	23.15	34.37	19.92	27.82	103.18	105.94	192.13	26.41	28.5	23.21	32.88	33.21	24.88	52.69	103.43	33.25	36.16	30.35	34.98	21.4	29.4	29.08	37.64	24.78	29.99	29.85	48.78	37.31	127.49	16.97	21.34	32.98	22.69	32.36	22.33	75.68	35.32	55.54	25.76	48.46	59.34	31.05	30.75	26.48
GATA2	308.91	183.66	59.26	251.12	78.09	39.28	26.74	211.87	48.73	210.56	227.59	57.17	42.17	175.73	138.54	59.47	64.23	156.38	87.88	75.07	47.62	124.44	267.11	220.45	371.03	215.92	383.29	174.3	542.29	203.87	281.89	55.71	690.55	195.59	73.08	69.99	188.8	329.57	732.36	49.38	64.56	59.75	177.6	46.17	193.19	53.88	645.43	56.35	57.42	115.43
FAM57A	13.82	11.28	30.04	119.29	37.21	408.95	244.94	41.12	73.96	15.65	182.69	19.44	148.52	19.18	8.69	29.31	54.83	93.44	60.19	187.73	72.95	65.24	18.26	133.38	25.98	17.97	23.42	17.25	39.91	19.07	88.67	71.15	28.05	23.32	27.1	53.43	28.83	94.48	13.18	63.69	70.48	28.01	49.45	41.9	25.86	25.71	34.88	75.63	38.62	19.8
LPP	149.06	207.3	94.47	127.66	145.54	114.53	83.22	167.07	85.02	101.88	185.04	80.46	129.5	109.59	81.5	81.51	233.63	136.9	101.77	144.28	108.17	67.15	211.39	94.34	111.41	86.16	84.96	167.31	135.19	107.69	107.3	315.88	104.1	316.28	189.57	100.43	108	103.81	29.66	105.02	254.12	80.58	189.71	166.24	185.44	105.14	148.03	135.21	88.87	112.48
TAX1BP3	63.32	73.07	69.73	31.05	65.73	51.99	63.6	70.57	68.49	39.16	59.88	42.3	55.04	69.4	86.77	62.16	77.4	64.23	80	72.46	56.78	39.68	73.17	92.14	79.52	61.03	83.46	42.68	49.76	75.02	73.42	60.02	51.31	61.91	63.75	66.07	53.67	44.75	59.93	96	60.31	68.9	68.2	119.38	59.89	84.42	75.99	57.98	71.56	51.85
TMC7	526.33	1234.9	725.87	256.2	114.33	242.47	1107.47	416.91	225.93	561.65	279.04	466.09	401.84	465.12	242.06	511.01	70.08	223.36	452.87	676.69	142.18	394.75	163.57	167.9	206.36	343.43	328.9	173.21	599.08	685.74	340.22	226.49	453.54	188.95	351.51	271.95	441.31	391.03	460.42	420.43	201.71	1203.42	265.37	121.43	716.51	223.01	799.83	112	151.21	349.37
ABCA5	6.96	8.39	6.02	8.76	6.47	9.49	23.97	10.22	8.78	25.05	10.65	5.87	4.99	6.68	11.94	8.53	15.43	7.15	19	7.45	13.13	10.83	55.97	7.27	6.53	9.16	6.24	10.74	7.83	6.56	13.06	117.68	7.45	9.01	10.65	8.65	6.74	10.23	5.12	8.59	20.29	10.59	17.58	9.62	15.01	10.27	7.3	6.25	10.55	5.8
TMEM98	23.91	26.29	17.09	14.98	14.09	17.71	16.09	15.77	15.36	22.5	13.68	14.46	15.94	19.33	19.34	39.29	17.7	19.22	15.25	19.89	17.1	19.14	18.26	22.18	21.07	17.67	15.68	16.8	23.48	18.37	13.76	18.04	19.98	24.18	15.18	17.01	20.19	15.79	16.36	20.61	21.8	21.63	21.38	19.73	19.55	22.79	24.17	24.16	29.46	16.4
TSPYL3	58.51	45.42	44.67	50.84	43.44	38.34	34.6	64.96	45.32	69.38	44.98	59.37	48.82	49.95	25.78	54.76	42.43	35.55	29.71	94	45.65	47.31	71.08	57.3	80.59	49.32	47.59	58.8	60.24	47.58	35.39	44.21	38.57	62.58	69.83	52.43	49	48.58	46.03	46.19	37.6	53.97	43.33	68.99	44.49	108.57	54.68	71.12	98.29	45.3
TEX261	5.14	4.02	5.8	4.76	3.75	6.48	3.69	4.58	4.8	3.74	6.19	3.31	4.71	3.47	6.31	4.78	5.2	5.43	5.97	5.57	5.17	5.34	4.5	6.02	7.61	3.99	5.31	8.4	6.35	4.47	6.76	4.93	5.56	8.59	4.98	6.63	3.87	3.98	3.41	6.87	4.64	6.22	5.41	10.25	4.36	4.75	5.27	6.72	7.31	4.92
LGALS1	10.48	19.98	28.61	9.01	26.12	6.64	49.52	8.38	7.13	57.29	6.03	9.27	19.63	8.59	8.3	8.43	13.21	4.59	8.24	6.51	7.03	7.65	1.69	4.38	15.4	8.39	8.5	8.51	12.68	6.96	10.6	5.62	1.93	10.37	7.86	5.87	6.57	5.66	6.74	4.8	6.69	30.32	7.93	8.82	8.48	6.86	9.78	8.87	8.04	4.49
SI	22.64	41.28	13.64	17.75	29.21	46.8	35.84	65.72	53.64	68.93	33.94	60.75	12.68	50.19	52.33	205.38	36.54	42.08	27.16	13.29	37.85	12.06	25.7	66.35	66.03	78.27	112.43	55.42	48.79	28.67	51.78	196.62	35.11	81.78	33.55	47.31	30.82	57.48	48.77	284.33	33.1	12.58	2.92	14.64	81.91	247.04	27.78	207.43	123.93	55.73
CBX4	9.81	9.06	6.98	6.25	12.1	20.39	16.35	9.41	12.26	16.21	11.58	8.49	6.81	5.7	17.58	31.94	19.2	17.25	7.7	37.67	8.65	6.51	6.24	7.64	13.29	12.84	8.19	10.56	8.68	7.66	17.26	17.64	15.95	16.66	7.04	10.46	8.1	14.52	18.56	9.1	25.59	12.64	8.1	14.93	7.68	20.58	12.92	18.28	20.46	16.95
LOC100044896	273.62	159.72	148.26	149.37	163.89	121.71	110.11	109.75	144.66	98.14	108.2	115.42	106.47	116.03	80.97	143.31	135.22	178.18	147.56	332.44	243.8	263.63	193.46	227.7	126.42	121.6	116.12	223.22	198.18	122.17	142.66	199.03	219.72	145.95	173.84	154.77	207.09	94.92	167.15	196.13	145.3	192.82	129.31	220.45	113.69	195.29	165.84	241.4	290.18	184.84
GADD45B	274.42	424.07	559.51	287.42	114.33	223.94	550.06	332.09	183.88	439.25	355.56	546.2	212.49	204.64	559.6	257.64	286.21	281.72	388.82	244.33	287.47	312.39	164.29	226.9	289.56	245.14	157.06	138.51	240.41	239.92	418.44	272.53	136.93	251.81	149.98	152.78	288.28	317.63	246.91	232.85	280.32	487.83	157.38	219.82	295.84	93.37	289.08	202.05	158.44	251.33
2310021P13RIK	27.2	16.67	24.78	29.52	27.22	26.36	26.22	39.75	24.49	25.12	25.6	32.04	43.41	37.45	25.1	30.93	23.42	39.75	26.01	17.6	16.76	30.43	13.24	14.29	14.91	17.96	21.73	30.82	23.26	21.16	17.26	32.12	14.59	25.26	29.95	27.77	33.45	20.89	39.59	39.46	39.17	18.67	31.13	18.81	33.37	50.92	47.12	29.19	28.76	40.5
2310043N10RIK	19.27	33.62	15.21	5.61	35.86	8.59	32.15	20.47	19.18	28.34	11.41	4.1	28.3	10.51	18.95	2.2	33.59	55.06	47.89	24.01	25.06	18.28	6.62	10.4	29.35	23.99	28.73	13.65	17.57	23.18	47.73	48.58	38.55	26.5	35.56	33.71	23.01	22.62	6.11	27.93	25.34	23.15	25.32	18.92	34.35	23.81	26	9.19	18.96	23.67
GYG	584.59	2309.44	1648.67	2134.98	1721.59	1941.97	1129.11	1776.45	778	471.89	1335.98	4273.2	1594.91	1181.69	757.55	925.83	360.51	5735.47	1758.84	3481.25	1686.24	1283.23	895.39	702.07	1162.55	1505.47	746.47	1171.23	1600.56	1301.69	1480.39	1071.18	1036.45	2413.65	9326.07	895.22	1034.97	1445.65	528.78	447.64	1003.03	1335.39	4143.82	1750.78	1413.91	397.93	1113.58	768.78	965.61	898.85
NMB	96.92	124.96	147.68	243.63	89.09	96.8	142.54	89.67	86.44	78.33	150.88	131.95	88.67	124.53	111.4	159.17	106.15	118.6	85.85	142.89	150.17	202.86	213.5	73.79	55.2	98.31	113.94	55.47	101.23	69.82	143.85	179.01	68.9	132.3	151.79	83.17	144.49	144.1	128.49	99.44	147.17	107.21	192.99	123.79	100.93	133.49	91.96	166.55	172.27	54.92
SOS2	316.17	282.47	157.88	178.15	299.37	217.1	162.58	249.33	294.72	212.76	207.67	214.65	171.07	230.11	259.15	209.92	301.07	319.89	507.08	506.09	507.17	297.17	262.41	276.35	367.35	382.85	241.02	344.62	366.23	296.91	245.99	313.97	460.21	344.02	256.3	285.34	264.16	201.68	272.11	293.03	245.63	180.99	187.14	296.81	298.89	395.71	253.2	341.5	266.02	245.7
MMD	6.2	5.65	18.19	2.09	22.07	5.63	13.86	5.93	5.97	2.47	11.65	19.86	3.61	11.58	9.92	5.55	7.45	22.03	8.58	6.11	3.56	4.98	4.05	3.22	12.39	11.8	9.93	3.82	6.96	3.24	19.57	9.17	8.1	5.38	15.71	7.16	3.27	6.62	15.41	7.12	9.02	8.11	8.9	4.51	5.81	7.02	15.96	5.04	5.25	1.97
STARD10	29.35	107.07	58.45	76.18	50.42	85.35	50.06	50.25	70.31	60.2	86.92	36.32	128.79	63.31	73.52	74.2	92.67	15.6	110.62	71.56	59.78	123.67	72.49	81.4	93.29	49.01	65.76	55.9	51.15	32.02	142.28	59.86	36.72	92.36	69.18	77.71	64.53	112.44	106.45	66.77	102.06	73.41	86.82	59.31	66.63	67.66	52.84	42.83	25.34	48.33
ARMCX3	5432.34	3968.08	7718.47	5958.39	4108.37	4772.43	6077.39	2621.17	5051.6	4022.9	3809.04	6738.8	4681.67	4395.61	3276	4765.28	3783.1	1649.49	4108.65	4475.58	1728.45	2825.8	3237.07	5257.78	3348.04	3446.41	4719.52	3761.64	1418.34	1708.48	4280.76	4755.07	2250.18	2508.46	3598.49	3428.88	3613.6	5940.58	5771.05	3153.16	12005.14	7009.88	4831.72	4748.01	1604	5764.71	6026.89	4840.26	4583.93	4506.31
SGK3	112.01	165.24	84.39	47.85	105.72	241.04	115.16	97.62	157.95	195.27	223.55	166.67	106.56	173.71	106.52	148	106.99	55.97	99.17	80.98	66.38	40.21	98.52	88.87	144.64	106.38	143.73	77.63	76.19	92.36	85.87	105.17	57.91	104.25	92.23	111.68	62.95	108.25	116.16	197.33	242.08	154.41	94.91	177.67	47.72	94.97	104.38	95.59	112.1	96.28
SCD1	113.57	53.96	219.3	108.39	76.82	120.02	128.87	105.28	56.48	90.13	174.84	92.44	138.6	66.3	73.75	65.04	81.96	89.82	69.49	54.76	85.11	55.64	53.43	132.52	92.62	79.61	57.79	90.64	74.34	161.01	120.78	108.67	132.59	205.29	113.44	125.85	93.35	67.76	83.58	78.58	179.89	122	55.49	95.82	81.58	57.59	81.59	60.1	62.79	126.16
HMGN3	1208.34	240.26	177.7	73.83	428.04	32.2	163.74	1660.93	37.57	979.88	52.59	224.88	19.69	111.49	233.35	17.81	605.92	62.92	451.43	193.77	193.48	672.18	90.19	928.35	316.45	833.43	113.16	336.98	679.98	670.08	36.09	55.25	729.83	679.23	400.37	271.37	1050.36	122.95	347.71	47.58	56.98	163.95	65.26	65.6	2468.09	97.34	403.04	57.34	293.68	329.84
KLHL5	68.63	182.97	113.67	102.41	99.18	77.89	68.96	78.67	90.55	53.68	83.99	155.73	80	86.87	66.48	84.5	91.37	85.84	176.85	50.4	63.58	70.89	38.65	68.53	78.79	70.88	94.18	70.88	54.11	43.9	129.85	105.73	73.9	109.42	91.41	82.63	94.33	89.74	74.04	65.39	58.43	144.51	132.4	78.6	58.26	53.34	81.56	61.49	65.19	78.34
2900026A02RIK	118.45	110.89	73.44	71.63	113.19	97.33	126.91	79.63	131.26	104.65	106.07	42.58	94.73	111.53	98.31	133.04	87.55	91.53	73.01	40.53	80.24	43.95	88.5	136.47	108.78	101.2	130	78.41	49.83	68.29	85.61	68.79	57.1	94.69	76.76	104.73	74.18	108.29	178.75	117.78	181.66	61.28	119.89	35.88	77.53	74.66	244.24	115.17	61.73	87.77
MBD2	150.96	30.93	50.46	62.78	61.65	50.53	50.24	82.78	51.87	60.52	37.59	29.62	53.81	54.56	67.7	43.41	33.82	93.99	46.26	75.2	27.24	37.54	44.88	94.5	63.04	37.72	69.3	33.79	90.57	38.12	33.38	36.92	79.7	99.2	76.63	76.62	89.15	37.18	63.63	111.18	45.42	49.27	50.97	31.18	41.08	63.23	66.29	109.59	61.64	49.83
PAN3	105.1	3.68	3.8	4.18	1711.89	15.46	2.9	5.45	7.2	4.1	1172.54	8.61	10.36	8.65	2.22	4.59	3.85	28.82	6.48	6.14	216.54	3.62	3.98	30.34	16	19.61	14	16.3	75.86	4.79	7.44	4.44	54.84	190.63	205.19	98.52	2262.75	3.29	8.43	6.54	2.37	4.26	5.82	238.44	4.61	8.59	19.45	5.87	5.66	50.04
CASP6	372.27	663.31	617.41	456.75	327.81	441.79	407.44	550.3	359.53	344.6	389.09	701.96	435.32	409.76	440.31	515.44	311.89	302.78	550.81	475.54	431.77	492.88	377.34	272.3	325.75	571.94	720	510.82	399.1	348.18	527.07	472.33	440.97	407.82	444.67	278.54	382.43	608.2	442.39	215.46	621.16	620.87	470.57	549.57	451.32	416.65	405.41	375.84	368.08	376.91
RECK	11.42	9.9	23.1	19.15	20.41	14.18	7.89	13.24	7.51	17.49	12.11	20.78	12.16	11.28	15.81	14.88	7.02	14.73	14.03	34.59	9.55	13.41	10.43	8.02	11.98	5.66	7.93	24.75	14.22	6.53	15.41	8.01	5.39	18.26	8.93	17.97	17.03	27.16	10.58	9.31	18.96	28.59	20.39	16.21	6.19	22.36	12.26	13.58	16.72	8.57
SCT	56.54	37.9	23.21	30.29	16.11	44.43	27.57	26.74	18.81	29.02	42.33	29.7	40.62	27.5	41.32	47.03	43.66	35.98	35.82	23.34	27.25	30.6	31.49	41.87	31.21	21.18	35.67	35.07	29.2	18.88	20.73	52.62	27.68	20.65	50.01	32.27	26.35	18.86	28.34	34.54	69.46	47.07	36.47	36.99	36.31	23.9	27.57	50.7	40.19	33.37
PDLIM7	78.52	84.97	84.3	64.62	265.68	70.15	109.83	91.87	59.23	108.83	70.65	164.67	65.51	146.85	119.37	178.76	162.88	59.28	100.27	106.41	87.69	143.9	122.1	121.94	94.1	74	79.83	136.72	88.46	105.17	93.75	95.5	63.14	67.8	57.03	57.56	103.1	87.56	102.34	210.15	189.83	128.33	75.44	79.81	92.15	117.9	74.37	418.04	96.14	83.76
SERPINH1	64.13	83.79	66.39	38.65	50.93	94.88	78.57	72.15	60.91	73.99	87.68	89.85	60.24	63.4	115.54	79.04	78.48	67.67	57.05	136.39	67.57	91.95	108.95	70.92	102.32	52.18	82.8	76.69	88.82	93.66	75.34	71.5	73.85	40.11	86.19	84.43	87.78	54.47	99.42	97.85	124.51	54.6	67.02	81.91	99.36	75.22	92.44	118.97	103.38	64.19
NENF	19.16	20.85	4.88	7.23	21.74	9.37	4.18	48.08	19.17	32.72	12.18	15.28	7.06	9.85	8.65	10.89	11.05	10.85	8.24	2.78	17.49	12.43	7.76	22.15	21.08	15.71	14.92	14.16	8.93	26.01	8.6	10.07	17.63	25.64	22.83	25.42	20.39	14.86	6.13	13.13	15.01	4.08	19.53	5.34	13.28	16.45	12.18	11.54	9.32	30.46
2-Mar	14.18	62.54	22.9	16.02	12.34	13.4	11.64	11.18	27.34	15.01	9.4	23.5	22.11	11.65	24.1	13.28	18.39	9.56	16.4	21.15	17.75	26.15	34.7	29.4	26.72	10.09	12.54	25.2	18.8	18.99	11.32	10.33	14.28	22.85	31.99	25.35	22.81	17.27	16.14	16.51	11.22	15.5	54.13	34.03	14.1	19.37	27.89	21.72	37	24.59
CLDN7	83.73	54.54	24.23	33.63	24.68	68.21	43.04	63.24	62.21	53.91	57.76	30.52	23.37	40.22	78.26	42.82	28.91	61.3	33.3	50.84	32.58	62.02	29.23	64.56	58.75	58.06	47.62	62.82	58.76	63.95	35.49	13.77	48.06	57.68	64.66	38.54	61.7	20.55	33.62	65.73	45.48	43.3	53.34	73.13	70.67	55.48	36.92	69.93	74.41	46.66
CSRP1	3.18	9.87	4.34	8.53	3.5	8.58	4.26	6.25	8.81	1.86	4.83	4.36	3.18	6.9	6.68	6.29	10.06	2.86	4	4.85	2.89	3.11	3.26	8.53	6.71	4.41	8.85	3.92	4.97	6.1	1.95	6.77	5.38	9.14	3.9	7.63	2.06	2.92	8.18	3.13	4.82	4.4	2.48	6.9	2.18	4.31	4.44	2.7	11.24	2.27
SMPD1	17.49	4.07	5.61	11.63	3.03	3.18	1.97	2.8	4.16	4.81	3.58	4.68	2.87	4.58	4.27	3.17	3.75	4.03	4	4.56	5.84	8.58	2.86	5.07	4.11	3.04	3.8	7.34	4.3	3.74	2.53	5.1	6.31	7.03	3.7	4.02	6.17	3.82	3.68	6.25	4.57	9.82	6.67	3.58	3.86	4.99	12.28	5.32	8.67	5.25
ELOVL1	8.57	8.22	5.98	5.29	3.03	4.24	5.59	3.73	2.88	2.44	2.94	4.94	5.59	9.53	5.07	7.85	8.05	4.25	8.67	15.95	2.72	5.73	2.88	6.96	3.82	2.94	7.69	7.8	3.49	3.4	3.56	4.66	3.03	10.23	4.91	3.32	3.57	3.11	4.85	6.81	3.32	17.45	4.87	8.05	7.01	6.01	5.61	7.65	15.92	3.98
SETD7	28.51	32.63	25.43	24.7	23.68	12.46	35.31	30.93	24.06	43.77	19.82	48.86	17.04	27.08	24.1	40.66	22.62	31.93	27.1	40.02	41.22	13.74	27.52	19.16	63.37	22.08	21.73	43.24	16.99	35.36	18.29	24.55	25.4	26.51	44.25	16.93	24.71	23.51	34.17	40.94	15.63	19.99	19.48	20.38	33.04	54.07	67.67	18.28	26.08	24.84
PRTG	135.43	126.16	276.27	88.04	132.85	137.22	211.46	205.99	128.71	124.78	151.58	218.29	160.62	197.19	92.55	200.3	161.87	144.59	149.72	87.09	120.06	60.37	210.27	113.35	138.55	217.91	198.43	188.83	143.59	133.23	336.11	214.06	170.91	116.41	96.6	120.11	142.29	161.55	157.35	208.56	317.67	282.85	131.04	88.54	148.83	148.74	239.18	197.72	149.95	190.57
GNG10	15.76	64.78	8.36	22.89	9.07	7.16	29.76	8.83	15.1	27.43	23.03	8.59	4.45	31.78	4.84	22.33	19.14	18.84	17.53	16	12.11	29.34	9.5	22.12	26.68	28.31	26.9	29.27	28.87	29.76	13.23	38.07	34.53	34.9	18.61	18.42	20.84	19.56	4.64	20.48	45.5	33.63	18.06	25.69	34.21	8.99	19.45	23.08	23.32	22.72
VAMP8	6.86	12.52	8.13	7.58	17.3	15.13	4.93	5.55	6.59	10.38	4.06	7.33	7.65	6.55	10.86	6.8	5.92	7.44	3.6	16.34	8.66	17.18	5.87	8.93	13.46	6.69	7.03	17.51	7	2.47	4.45	9.67	3.78	5.72	6.94	3.79	3.47	5.16	4.34	10.03	7.51	9.96	5.49	12.48	4.5	8.46	12.43	6.4	11.6	3.46
CARD10	121.82	48.73	133.45	76.96	147.38	97.52	107.28	95.19	79.04	93.82	117.81	147.03	124.86	136.58	68.17	180.92	134.68	187.61	123.21	80.3	132.97	99.11	100.58	80.37	116.63	134.3	91.36	160.51	100.74	75.22	95	143.81	123.14	131.88	149.12	102.86	94.79	88.22	131.32	144.3	137.49	163.34	131.37	37.63	106.93	104.19	128.61	129.41	169.58	76.78
ADAM9	949.22	528.2	470.24	565.23	398.07	384.14	822.41	387.75	319.7	1231.72	1024.75	1299.36	731.87	636.85	540.52	899.32	441.38	464.42	939.87	360.37	1122.78	638.26	712.53	623.29	818.96	1443.62	483.81	425.53	443.46	474.25	1060.98	542.49	874.1	931.82	675.6	256.24	416.31	756.89	1027.22	223.54	380.35	539.99	531.34	513.45	680.6	976.63	1423.26	387.9	868.56	448.72
1110036O03RIK	167.34	161.96	119.35	129.11	163.8	224.3	202.92	193.94	241.12	117.28	299.74	199.9	177.47	147.02	315.38	197.53	142.61	165.48	140.96	149.26	349.41	221.94	178.6	91.34	141.67	220.5	130.71	227.96	119.71	81.98	204.95	202.94	133.16	142.23	223.77	174.54	171.45	119.48	227.84	125.46	191.1	126.5	159.29	180.69	122.68	120	113.12	290.17	192.77	237.8
PITPNA	873.99	1160.04	2208.04	773.04	845.38	708.2	1828.61	870.84	815.93	947.28	1048.27	632.89	1074.18	1449.48	796.56	1689.94	1127.65	1775.35	1340.82	559.46	612.64	828.36	616.64	608.11	899.77	1353.21	1427.59	669.45	727.8	948.81	1406.23	1263.8	656.63	348.31	654.9	624.3	808.74	855.99	943.34	796.61	1665.55	1895.58	320.96	843.3	805.14	945.24	1474.68	1218.72	506.03	1065.49
SORT1	320.2	617.42	444.3	336.05	842.19	101.2	257.81	307.57	268.83	600.47	338.49	203.31	96.76	308.97	506.12	172.84	114.75	275.84	1410.76	146.06	723.21	267.16	291.08	292.02	812.31	358.92	308.23	620.53	623.02	477.74	410.88	63.34	842.13	292.55	192.92	702.06	507.65	277.93	340.34	164	119.41	116.98	175.61	243.3	423.28	133.27	349.77	358.02	268.3	632.38
DUSP22	27.03	14.36	11.16	28.43	10.37	14.33	20.06	17.03	21.7	9.18	14.08	17.74	11	9.1	15.12	25.44	19.5	18.12	20.62	22.52	34.97	24.59	15.01	12.2	21.91	27.4	20.26	20.24	39.21	18.77	25.56	17.48	25.76	48	10.91	21.29	24	17.32	31.8	19.13	20.74	42.01	22.2	24.29	23.44	23.55	47.56	22.61	36.11	21.08
ANXA5	3570.51	2555.22	4761.31	1907.79	864.51	656.16	1633.14	1320.81	1447.93	1237.85	1696.97	1910.14	1155.12	1885.01	1319.75	1842.09	2422.6	1642.07	1354.31	2506.55	3073.16	3014.77	782.61	822.66	1319.12	2335.16	703.24	1858.39	2020.97	1136.54	1832.23	2316.19	2282.08	662.49	1822.49	1957.33	1372.46	1334.91	1931.13	830.66	1782.13	3809.41	2124.77	819.9	3344.57	867.8	3364.2	1083.93	670.49	1454.9
JUN	14.36	6.59	11.39	6.43	16.93	18.36	13.02	16.11	10.61	17.27	14.86	16.96	13.89	13.36	12.58	9.42	14.58	13.17	8.03	10.16	18.88	23.84	5.92	10.66	4.84	16.73	13.39	10.37	14.37	15.37	11.29	15.98	17.44	20.28	8.78	17.05	11.08	17.22	9.79	9.22	17.27	6.18	10	15.28	11.43	16.68	19.08	29.08	30.2	14.29
GNB4	44.14	66.89	45.21	48.66	42.13	38.57	44.86	58.88	44.25	56.07	38.8	76.76	39.63	50.5	50.97	57.72	66.21	73.58	65.88	40.95	72.13	38.38	58.56	75.03	70.52	52	64.69	57.12	59.2	44.32	36.09	83.27	46.67	55.35	57.98	36.34	56.43	47.75	48.14	33.23	82.05	72.65	42.25	59.77	73.16	36.17	48.32	41.8	21.38	43.39
LMNA	18.53	39.1	22.11	24.07	12.91	13.87	25.88	25.74	16.65	26.39	24.65	5.7	21.32	22.07	35.14	23.48	25.27	24.59	21.83	12.77	23.69	10.52	17.36	15.45	28.93	25.37	16.08	21.2	9.98	13.12	31.11	25.08	28.71	21.83	20.15	21.18	16.15	25.14	25.42	17.9	27.47	29.94	27.82	24.51	10.29	11.12	26.54	6.14	18.5	18.86
